[0.000000] (-) TimerEvent: {}
[0.000308] (-) JobUnselected: {'identifier': 'my_ur5e_moveit2_control'}
[0.000336] (-) JobUnselected: {'identifier': 'ur'}
[0.000352] (-) JobUnselected: {'identifier': 'ur_calibration'}
[0.000365] (-) JobUnselected: {'identifier': 'ur_controllers'}
[0.000376] (-) JobUnselected: {'identifier': 'ur_dashboard_msgs'}
[0.000388] (-) JobUnselected: {'identifier': 'ur_moveit_config'}
[0.000399] (-) JobUnselected: {'identifier': 'ur_robot_driver'}
[0.000409] (-) JobUnselected: {'identifier': 'ur_simulation_gz'}
[0.000423] (ur_description) JobQueued: {'identifier': 'ur_description', 'dependencies': OrderedDict()}
[0.100210] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/test\n'}
[0.100317] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/test/test_ur_urdf_xacro.py\n'}
[0.100423] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/test/test_view_ur_launch.py\n'}
[0.100576] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/russell/ROS2_REPAS/install/ur_description/share/ament_index/resource_index/package_run_dependencies/ur_description\n'}
[0.100695] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/russell/ROS2_REPAS/install/ur_description/share/ament_index/resource_index/parent_prefix_path/ur_description\n'}
[0.100816] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/environment/ament_prefix_path.sh\n'}
[0.100923] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/environment/ament_prefix_path.dsv\n'}
[0.101029] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/environment/path.sh\n'}
[0.101135] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/environment/path.dsv\n'}
[0.101371] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/local_setup.bash\n'}
[0.101521] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/local_setup.sh\n'}
[0.101681] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/local_setup.zsh\n'}
[0.102047] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/local_setup.dsv\n'}
[0.102129] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/package.dsv\n'}
[0.102191] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/russell/ROS2_REPAS/install/ur_description/share/ament_index/resource_index/packages/ur_description\n'}
[0.102252] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/cmake/ur_descriptionConfig.cmake\n'}
[0.102313] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/cmake/ur_descriptionConfig-version.cmake\n'}
[0.102373] (ur_description) StdoutLine: {'line': b'-- Up-to-date: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/package.xml\n'}
[0.102435] (ur_description) CommandEnded: {'returncode': 0}
[0.121433] (ur_description) JobEnded: {'identifier': 'ur_description', 'rc': 0}
[0.122077] (-) EventReactorShutdown: {}
