iter,rot_x,rot_y,rot_z,rot_w,mean_x,mean_y,mean_z,mean_w,roll,pitch,yaw,mean_roll,mean_pitch,mean_yaw
1682,0.796068,0.41971,0.436027,-0.608185,-0.018921,0.0152764,0.0148792,0.00113038,-1.86141,-0.451179,0.485193,0.0600381,-0.0194022,0.0767923
1683,0.78083,0.555135,-0.286582,-0.0473044,-0.0184458,0.0155972,0.0147001,0.0011016,-2.94791,0.290658,0.61804,0.0582509,-0.0192179,0.0771139
1684,0.859992,0.328746,-0.390307,0.818594,-0.0179241,0.0157831,0.0144595,0.00158704,-1.039,0.400965,0.365126,0.0575993,-0.0189684,0.0772849
1685,-0.838844,-0.326497,0.435592,-0.270261,-0.0184113,0.01558,0.0147095,0.00142571,2.39078,-0.450696,-2.77041,0.058984,-0.0192246,0.0755949
1686,-0.909479,-0.360204,0.207609,0.127446,-0.0189398,0.0153571,0.0148239,0.00150046,-0.851277,-0.20913,-2.76449,0.0584441,-0.0193373,0.0739103
1687,0.41046,0.298888,0.861503,-0.119181,-0.0186853,0.0155252,0.0153258,0.00142892,3.05861,-1.03822,0.629388,0.0602225,-0.0199412,0.0742396
1688,0.11879,0.605814,0.786688,-0.697963,-0.0186039,0.0158749,0.0157827,0.00101459,-1.4967,-0.905425,1.37717,0.0593002,-0.0204658,0.0750115
1689,0.522378,-0.80438,-0.283009,0.680995,-0.0182836,0.0153892,0.0156058,0.00141718,1.19397,0.28693,-0.994832,0.059972,-0.0202838,0.0743781
1690,-0.16244,0.967701,0.19279,0.25778,-0.0183689,0.0159527,0.0157107,0.00156888,-2.55118,-0.194005,1.73711,0.0584269,-0.0203866,0.0753619
1691,0.398582,-0.840583,-0.366813,-0.702597,-0.0181223,0.0154462,0.0154845,0.00115246,-1.38558,0.375581,-1.12802,0.057573,-0.0201524,0.0746503
1692,-0.443958,-0.892983,0.0740523,-0.144708,-0.018374,0.0149093,0.0155191,0.00106625,2.70511,-0.0741202,-2.03217,0.0591377,-0.0201843,0.0734051
1693,-0.87218,-0.0660785,0.484702,-0.205684,-0.0188783,0.0148615,0.0157962,0.000944129,-2.19122,-0.506023,-3.06597,0.0578085,-0.0204713,0.0715508
1694,-0.0791633,-0.717242,0.692313,0.61033,-0.0189139,0.0144293,0.0161956,0.00130386,-0.0604899,-0.764689,-1.68072,0.0577387,-0.0209106,0.0705164
1695,-0.697258,-0.0285837,0.71625,-0.35361,-0.0193141,0.0144039,0.0166086,0.00109447,2.18409,-0.798414,-3.10062,0.0589931,-0.0213693,0.0686455
1696,0.0435733,-0.140275,-0.989153,-0.714659,-0.019277,0.0143127,0.0160156,0.000672447,-1.42389,1.42338,-1.26962,0.0581188,-0.0205175,0.0678564
1697,0.597552,-0.801723,-0.0130749,0.433507,-0.0189135,0.0138318,0.0159984,0.000927506,2.1222,0.0130752,-0.930288,0.0593351,-0.0204977,0.0672683
1698,0.960448,0.209076,0.183921,-0.608654,-0.0183367,0.0139468,0.0160973,0.000568506,1.79747,-0.184974,0.214342,0.0603587,-0.0205945,0.0673549
1699,-0.0211722,-0.287052,0.957681,-0.349335,-0.0183384,0.0137697,0.0166515,0.000362559,-2.83719,-1.27883,-1.64442,0.0586533,-0.0213351,0.0663474
1700,0.613655,0.513245,-0.600006,0.356159,-0.0179666,0.0140635,0.0162888,0.000571852,-2.08529,0.643509,0.696531,0.0573922,-0.020944,0.0667181
1701,-0.741616,-0.567556,0.357612,-0.335543,-0.0183921,0.0137215,0.0164894,0.000374253,1.73269,-0.36571,-2.48837,0.058377,-0.0211467,0.0652159
1702,-0.544257,-0.460055,-0.701523,-0.326264,-0.018701,0.0134432,0.0160676,0.000182339,2.96354,0.777532,-2.43984,0.060084,-0.0206775,0.0637441
1703,0.34134,-0.90986,-0.235884,-0.798763,-0.0184896,0.012901,0.0159196,-0.000286801,-0.610329,0.238128,-1.21189,0.0596903,-0.0205255,0.0629951
1704,-0.25269,0.93142,0.261924,0.333726,-0.0186271,0.01344,0.016064,-9.07844e-05,-2.33161,-0.265015,1.83572,0.0582869,-0.020669,0.0640354
1705,-0.750212,0.0873718,0.655399,0.302986,-0.0190561,0.0134834,0.016439,8.69731e-05,2.36854,-0.714711,3.02565,0.0596419,-0.021076,0.0657724
1706,-0.082901,-0.379527,0.921459,0.0506146,-0.0190936,0.013253,0.0169695,0.000116591,-1.91251,-1.17182,-1.78585,0.0584859,-0.0217506,0.0646871
1707,0.6609,0.719664,-0.212825,0.491014,-0.0186952,0.0136669,0.0168348,0.00040417,-1.90902,0.214465,0.827938,0.0573333,-0.0216122,0.0651342
1708,-0.955397,-0.184799,-0.23036,-0.145159,-0.0192436,0.0135507,0.0166901,0.000318945,-1.29287,0.232448,-2.95053,0.0565428,-0.0214634,0.0633686
1709,0.50752,-0.860186,0.0500363,0.452753,-0.0189354,0.0130394,0.0167096,0.000583681,-2.01581,-0.0500572,-1.03775,0.0553302,-0.0214802,0.0627243
1710,-0.472488,-0.350714,0.808551,0.505666,-0.0192006,0.0128267,0.0171727,0.000879051,1.63826,-0.941686,-2.50306,0.0562559,-0.0220183,0.0612238
1711,0.993409,-0.040881,0.107082,0.957757,-0.0186088,0.0127953,0.0172252,0.0014383,0.574503,-0.107288,-0.041129,0.0565588,-0.0220681,0.061164
1712,0.303201,0.554691,-0.774847,-0.800544,-0.0184208,0.0131118,0.0167626,0.000969854,0.806215,0.886472,1.07056,0.0569966,-0.0215374,0.0617536
1713,0.979552,0.131621,-0.152164,0.716809,-0.0178383,0.013181,0.016664,0.00138774,-1.5223,0.152757,0.133569,0.0560747,-0.0214357,0.0617955
1714,0.488714,-0.541968,0.683687,0.142857,-0.0175427,0.0128571,0.0170531,0.00147028,-3.12624,-0.752804,-0.837021,0.054218,-0.0218624,0.0612711
1715,-0.303021,0.547385,-0.780095,-0.531085,-0.0177092,0.0131688,0.0165883,0.00115975,0.462892,0.894818,2.07638,0.0544563,-0.0213279,0.0624461
1716,0.950636,-0.30952,0.0221058,0.322537,-0.0171449,0.0129808,0.0165915,0.00134703,-2.47269,-0.0221076,-0.314768,0.0529836,-0.0213283,0.0622263
1717,-0.961237,-0.258118,0.0969432,-0.123031,-0.0176947,0.0128229,0.0166383,0.00127459,-0.268284,-0.0970957,-2.87925,0.0527965,-0.0213725,0.0605131
1718,-0.10465,-0.0564654,0.992905,-0.665348,-0.0177453,0.0127825,0.0172066,0.000886571,2.37552,-1.4516,-2.6468,0.0541485,-0.022205,0.0589373
1719,0.0608064,-0.527451,-0.847407,-0.137858,-0.0176996,0.0124683,0.0167036,0.000805858,1.84405,1.01108,-1.45602,0.0551898,-0.0216039,0.058056
1720,0.958288,0.205231,0.198906,0.660592,-0.0171322,0.0125803,0.0168096,0.00118945,-1.70093,-0.200241,0.210977,0.0541688,-0.0217077,0.0581449
1721,0.745833,0.640829,-0.181854,-0.710971,-0.0166889,0.0129454,0.0166941,0.000775649,1.47993,0.182871,0.709818,0.0549972,-0.0215889,0.0585236
1722,0.569453,-0.583864,-0.578641,-0.670119,-0.0163485,0.0125988,0.0163484,0.000386047,1.15869,0.617062,-0.797893,0.0556381,-0.021218,0.0580262
1723,-0.71328,0.666573,-0.216592,-0.365769,-0.016753,0.0129784,0.0162132,0.000173537,0.0191739,0.218322,2.39003,0.055617,-0.021079,0.0593797
1724,-0.356288,-0.578057,-0.734104,0.566755,-0.0169499,0.0126355,0.015778,0.00050218,-1.41822,0.824346,-2.12315,0.0547621,-0.0205886,0.0581137
1725,-0.263598,-0.130968,-0.955701,-0.45996,-0.0170929,0.0125523,0.0152148,0.000235246,2.33614,1.27203,-2.68047,0.0560846,-0.0198392,0.0565261
1726,-0.400869,0.564592,-0.721484,-0.192625,-0.0173153,0.0128721,0.014788,0.000123507,-1.04211,0.805943,2.18821,0.0554484,-0.0193608,0.0577612
1727,0.884672,0.120751,-0.450305,-0.969985,-0.016793,0.0129346,0.0145187,-0.000438223,0.11122,0.467107,0.135654,0.0554806,-0.0190791,0.0578063
1728,-0.672406,0.723468,-0.156411,0.289298,-0.0171724,0.0133458,0.0144198,-0.000270552,-1.1916,0.157056,2.31963,0.054759,-0.0189772,0.0591152
1729,-0.494444,-0.841829,-0.216447,0.0514084,-0.0174484,0.0128512,0.0142862,-0.000240662,2.55862,0.218174,-2.10186,0.0562071,-0.01884,0.0578653
1730,-0.241853,0.970308,-0.00307656,0.305738,-0.0175781,0.0134046,0.0142762,-6.37956e-05,2.10622,0.00307656,1.81507,0.0573921,-0.0188273,0.0588811
1731,0.693106,0.720474,-0.0228056,-0.0111725,-0.0171676,0.0138131,0.0142548,-7.02131e-05,3.12701,0.0228076,0.804757,0.0591654,-0.0188033,0.059312
1732,-0.50741,-0.090553,0.856934,-0.49337,-0.0174506,0.0137528,0.0147413,-0.000355028,3.04773,-1.02929,-2.96499,0.0608909,-0.0193867,0.0575658
1733,-0.533829,0.0508103,0.844065,0.437286,-0.0177486,0.0137742,0.0152199,-0.000102494,-2.09387,-1.00482,3.0467,0.0596475,-0.0199553,0.0592907
1734,-0.891389,0.227906,-0.391771,-0.133624,-0.0182524,0.0138977,0.0149851,-0.000179496,0.116223,0.402556,2.89128,0.0596802,-0.0197117,0.0609239
1735,-0.901571,0.425959,-0.0756939,0.156584,-0.0187615,0.0141352,0.0149329,-8.91427e-05,-1.23968,0.0757664,2.70022,0.0589313,-0.0196566,0.0624451
1736,-0.0861827,-0.802054,0.591001,0.674264,-0.0188004,0.013665,0.0152647,0.00029931,0.557178,-0.632299,-1.67784,0.0592183,-0.0200096,0.0614426
1737,-0.571349,-0.295778,0.765556,-0.14138,-0.0191185,0.0134869,0.0156967,0.000217744,-1.58397,-0.871905,-2.6639,0.0582723,-0.0205,0.0598736
1738,-0.34904,-0.924202,0.15499,0.521214,-0.0193083,0.0129474,0.0157768,0.000517512,1.06214,-0.155618,-1.9319,0.0588499,-0.0205777,0.0587276
1739,-0.516289,-0.831327,0.205769,-0.0851541,-0.0195941,0.0124619,0.0158861,0.000468247,-2.42379,-0.20725,-2.12654,0.0574223,-0.0206851,0.057471
1740,0.751175,-0.428091,-0.502468,0.848234,-0.0191511,0.0122087,0.0155882,0.000955469,0.729219,0.526451,-0.517989,0.0578083,-0.0203706,0.0571403
1741,0.996043,-0.000221128,-0.0888757,0.216581,-0.018568,0.0122016,0.0155282,0.00107932,-2.70454,0.0889932,-0.000222006,0.0562217,-0.0203078,0.0571073
1742,0.121305,0.0934404,-0.988208,0.744745,-0.0184877,0.0122482,0.014952,0.00150622,0.775227,1.41707,0.656364,0.0566344,-0.0194827,0.0574513
1743,0.690894,-0.652332,-0.311654,-0.898555,-0.0180807,0.0118669,0.0147646,0.000989838,0.300646,0.316933,-0.756697,0.0567744,-0.0192897,0.0569842
1744,0.672675,-0.15772,0.722933,-0.667496,-0.0176847,0.0117697,0.0151706,0.000606532,-1.40645,-0.808039,-0.230306,0.0559354,-0.0197419,0.0568195
1745,-0.838682,0.119045,-0.531452,0.0923126,-0.0181551,0.0118311,0.0148574,0.000659086,0.18075,0.560314,3.00059,0.056007,-0.0194095,0.0585065
1746,-0.780713,0.583165,0.224512,-0.175535,-0.0185919,0.0121584,0.0149775,0.000558172,1.36464,-0.226442,2.50004,0.0567565,-0.0195281,0.0599048
1747,-0.11969,0.982588,-0.142112,0.638307,-0.0186498,0.0127138,0.0148875,0.000923226,0.713231,0.142595,1.69201,0.0571322,-0.0194353,0.0608391
1748,0.876245,0.47315,-0.0912308,0.897989,-0.0181378,0.0129773,0.0148268,0.00143642,-0.745124,0.0913579,0.495114,0.0566733,-0.0193719,0.0610875
1749,0.195003,0.712473,-0.674059,0.0106169,-0.0180159,0.0133772,0.014433,0.00144167,-2.53886,0.73969,1.30364,0.0551893,-0.0189379,0.0617979
1750,-0.449818,-0.863697,-0.227358,-0.360014,-0.0182627,0.012876,0.0142948,0.00123512,1.25326,0.229364,-2.05095,0.0558739,-0.018796,0.0605906
1751,0.0813409,-0.985046,-0.151882,0.691766,-0.0182058,0.0123061,0.0141999,0.00162949,0.551243,0.152472,-1.48841,0.0561568,-0.0186982,0.059706
1752,0.653674,-0.567832,0.500277,-0.876652,-0.0178223,0.011975,0.0144773,0.00112819,0.737329,-0.523918,-0.715238,0.0565456,-0.0189866,0.0592637
1753,-0.246467,0.647982,0.720676,0.45857,-0.0179527,0.0123378,0.0148802,0.00138913,0.34826,-0.804776,1.93426,0.056712,-0.0194349,0.0603333
1754,0.0817206,-0.684664,0.724263,-0.723246,-0.0178959,0.0119404,0.0152846,0.000976001,0.362666,-0.809965,-1.452,0.0568864,-0.0198856,0.0594711
1755,-0.741051,0.608291,-0.284298,0.085744,-0.018308,0.0122802,0.0151139,0.0010243,-1.88975,0.288275,2.45427,0.0557772,-0.01971,0.0608356
1756,-0.55554,-0.826676,-0.0893462,-0.218475,-0.0186139,0.0118024,0.0150544,0.000899302,-2.34546,0.0894655,-2.16249,0.0544098,-0.0196478,0.0595695
1757,0.981333,0.178872,-0.0706457,-0.272355,-0.0180448,0.0118975,0.0150057,0.000743779,2.59365,0.0707046,0.180295,0.055855,-0.0195964,0.0596382
1758,-0.995786,-0.0347881,-0.0848507,-0.0455274,-0.0186009,0.011871,0.0149489,0.000717459,-2.10656,0.0849528,-3.10667,0.054625,-0.0195369,0.0578371
1759,0.665544,0.369574,0.648434,-0.904186,-0.018212,0.0120743,0.015309,0.000203016,-0.461352,-0.705526,0.5069,0.0543316,-0.0199269,0.0580924
1760,0.252784,0.607537,0.752994,-0.503108,-0.018058,0.0124126,0.0157281,-8.2956e-05,-2.3521,-0.8526,1.1765,0.0529643,-0.0204,0.0587279
1761,-0.21412,-0.93249,0.290887,-0.418369,-0.0181694,0.0118761,0.0158844,-0.000320484,-1.31105,-0.295154,-1.79651,0.0521898,-0.020556,0.0576744
1762,0.607056,-0.773403,0.182567,0.170645,-0.0178145,0.0114304,0.015979,-0.000223455,-2.66904,-0.183597,-0.905322,0.0506454,-0.0206485,0.0571278
1763,0.757127,-0.508497,-0.410109,-0.137994,-0.017375,0.0111355,0.0157373,-0.0003016,-2.97657,0.422574,-0.59142,0.0489283,-0.0203971,0.05676
1764,0.440395,-0.483683,0.756375,0.307916,-0.0171155,0.010855,0.0161572,-0.000126874,-2.00021,-0.857754,-0.832208,0.0477666,-0.0208718,0.056256
1765,0.0714056,0.994052,-0.0822323,-0.41971,-0.0170653,0.011412,0.0161014,-0.000364598,-1.84357,0.0823252,1.49909,0.0466951,-0.0208134,0.0570735
1766,0.129002,-0.371358,-0.919484,0.151488,-0.0169826,0.0111953,0.0155716,-0.000278612,2.66984,1.16677,-1.23646,0.0481804,-0.0201409,0.056341
1767,0.349328,0.452912,0.820269,-0.807985,-0.0167753,0.0114453,0.016027,-0.000735718,-0.140532,-0.961881,0.913807,0.0480736,-0.0206739,0.0568263
1768,-0.498144,-0.835538,-0.231796,0.498143,-0.0170476,0.0109662,0.0158869,-0.000453546,-0.618903,0.233924,-2.10841,0.0476964,-0.0205299,0.0556016
1769,-0.240179,-0.877885,-0.414285,-0.423711,-0.0171737,0.0104637,0.0156437,-0.00069281,-2.17949,0.427157,-1.83785,0.0464374,-0.0202768,0.0545312
1770,0.421188,-0.769011,-0.480855,0.267482,-0.016926,0.0100234,0.0153632,-0.000541299,-2.7971,0.50163,-1.06972,0.0448308,-0.0199819,0.0538961
1771,0.488144,0.800798,-0.34704,-0.167743,-0.0166408,0.0104699,0.0151586,-0.00063571,-2.54971,0.354413,1.02337,0.0433658,-0.0197705,0.0544435
1772,0.0534267,-0.934589,-0.351695,0.424358,-0.0166013,0.00993655,0.0149515,-0.000395871,-2.23235,0.359381,-1.51369,0.0420816,-0.0195565,0.0535585
1773,0.812672,-0.577118,-0.0806246,0.937755,-0.0161336,0.00960544,0.0148976,0.000133261,-0.372371,0.0807122,-0.617505,0.0418478,-0.0195,0.05318
1774,-0.423551,0.475978,0.770746,-0.0200832,-0.0163632,0.00986834,0.0153237,0.000121865,1.59769,-0.880012,2.29798,0.0427248,-0.0199851,0.0544454
1775,-0.781522,0.339972,-0.523108,-0.237387,-0.0167943,0.0100543,0.0150204,-1.19428e-05,-2.87256,0.550493,2.73127,0.0410824,-0.0196637,0.0559535
1776,0.052139,-0.97497,-0.216139,0.714797,-0.0167555,0.00949968,0.0148902,0.00039054,0.134275,0.217858,-1.51737,0.0411349,-0.0195299,0.0550676
1777,-0.259252,-0.752114,-0.605898,-0.584488,-0.016892,0.00907109,0.0145408,6.14018e-05,-0.319358,0.650894,-1.90274,0.040932,-0.0191526,0.0539659
1778,0.160943,0.876119,-0.454437,-0.761227,-0.0167919,0.00955874,0.0142771,-0.000366769,0.311949,0.47174,1.38912,0.0410845,-0.0188766,0.0547168
1779,0.185883,-0.466758,-0.86463,0.762642,-0.016678,0.009291,0.013783,6.21281e-05,-0.466958,1.04441,-1.19181,0.0407989,-0.0182789,0.0540161
1780,-0.891663,-0.307628,0.332117,-0.231081,-0.0171696,0.00911295,0.0139619,-6.77276e-05,1.35102,-0.338547,-2.80937,0.041535,-0.0184588,0.0524075
1781,-0.864579,0.49785,-0.0681795,-0.0571012,-0.0176454,0.00938737,0.0139158,-9.97509e-05,2.95306,0.0682324,2.61914,0.0431697,-0.0184101,0.0538486
1782,-0.866218,-0.361923,-0.344498,-0.0864369,-0.0181216,0.009179,0.0137146,-0.000148201,1.00982,0.351704,-2.74582,0.0437122,-0.0182024,0.0522776
1783,0.493993,-0.851403,-0.176305,-0.763143,-0.0178344,0.00869634,0.0136081,-0.000576128,0.875032,0.177231,-1.04505,0.0441784,-0.0180928,0.0516621
1784,-0.595787,0.270108,-0.756359,0.189994,-0.0181583,0.00884287,0.0131765,-0.000469306,-0.0103112,0.85773,2.71594,0.0441479,-0.0176019,0.0531555
1785,-0.121337,-0.278022,0.95288,0.586824,-0.0182161,0.00868216,0.0137029,-0.00014029,2.64814,-1.26259,-1.98231,0.0456067,-0.0182994,0.0520152
1786,-0.364148,-0.730819,-0.577321,0.309741,-0.0184098,0.00826811,0.013372,3.32156e-05,1.02977,0.615444,-2.03306,0.0461578,-0.0179445,0.0508478
1787,0.385632,0.365007,-0.847383,-0.832263,-0.0181837,0.00846774,0.0128903,-0.000432535,0.463702,1.01104,0.757929,0.0463914,-0.0173687,0.0512435
1788,-0.374621,0.854181,-0.360602,0.222387,-0.0183831,0.00894073,0.0126814,-0.000307915,2.87989,0.368913,1.98411,0.0479761,-0.0171527,0.0523245
1789,0.908881,0.223643,0.352022,-0.32642,-0.0178648,0.00906075,0.0128711,-0.000490203,2.41617,-0.35973,0.24127,0.0492999,-0.0173441,0.0524301
1790,-0.965355,0.239364,0.103894,0.0685068,-0.0183941,0.00918941,0.0129219,-0.000451657,1.24041,-0.104082,2.89854,0.0499653,-0.0173926,0.0540201
1791,0.120579,0.846999,-0.51774,0.263777,-0.0183165,0.0096572,0.0126257,-0.000304126,-1.94624,0.544207,1.42939,0.0488507,-0.017079,0.054788
1792,-0.674729,0.364135,0.641986,0.360585,-0.0186828,0.00985501,0.0129769,-0.000102737,-0.997977,-0.697086,2.64671,0.0482666,-0.0174585,0.0562344
1793,-0.639969,0.748712,-0.172826,0.39072,-0.0190293,0.0102671,0.0128732,0.000115235,-0.42732,0.173698,2.27805,0.0480013,-0.0173519,0.0574736
1794,0.230583,-0.188765,-0.954567,0.719642,-0.0188902,0.0101561,0.012334,0.000516309,0.304754,1.2682,-0.686006,0.0481444,-0.0166353,0.0570592
1795,0.945469,0.0188701,-0.325166,0.771962,-0.0183529,0.010161,0.0121459,0.000946084,1.34692,0.331187,0.0199558,0.048868,-0.0164415,0.0570385
1796,-0.610489,-0.66277,0.433636,0.285168,-0.0186826,0.00978631,0.0123806,0.00110434,-0.777059,-0.448524,-2.31516,0.0484081,-0.0166821,0.0557177
1797,-0.926352,0.2035,-0.316953,-0.0646084,-0.0191877,0.00989411,0.0121974,0.00106777,-0.490051,0.322516,2.92535,0.0481085,-0.0164934,0.0573146
1798,0.221714,0.689677,0.689339,0.763956,-0.0190537,0.0102722,0.012574,0.00149207,-0.992526,-0.760576,1.25976,0.0475297,-0.0169072,0.0579833
1799,0.178346,0.982798,-0.0479636,-0.65428,-0.018944,0.0108128,0.0125403,0.00112755,-1.06042,0.047982,1.39128,0.0469138,-0.0168711,0.0587245
1800,-0.393971,-0.106965,0.912877,0.496123,-0.0191523,0.0107474,0.0130405,0.00140254,1.83968,-1.15028,-2.87648,0.0479098,-0.0175008,0.0570938
1801,-0.479983,-0.321294,-0.816325,0.265928,-0.0194082,0.010563,0.01258,0.00154942,2.15904,0.95502,-2.55171,0.049082,-0.0169608,0.0556453
1802,0.103143,0.22602,0.968647,0.116321,-0.0193402,0.0106826,0.0131106,0.00161311,1.9017,-1.31972,1.14268,0.0501101,-0.0176838,0.0562485
1803,-0.311465,-0.657244,0.686309,-0.580775,-0.0195022,0.0103121,0.0134839,0.0012901,1.40696,-0.756402,-2.01334,0.0508627,-0.0180935,0.0551006
1804,-0.191365,0.254492,0.947952,0.605424,-0.0195975,0.0104475,0.0140019,0.00162499,-2.54909,-1.24674,2.21554,0.0494215,-0.0187745,0.0562982
1805,0.037506,-0.539284,-0.841288,0.332131,-0.0195659,0.0101429,0.0135281,0.00180809,1.24073,0.999662,-1.50136,0.0500815,-0.0182103,0.0554353
1806,0.378769,-0.234452,-0.895303,0.428583,-0.0193453,0.0100075,0.0130249,0.0020444,1.70802,1.10911,-0.554261,0.0509995,-0.0175861,0.0550977
1807,-0.75913,-0.321948,0.565748,-0.0593248,-0.0197547,0.00982375,0.0133307,0.00201044,-1.50421,-0.601341,-2.74048,0.0501388,-0.0179092,0.0535506
1808,0.267202,0.700175,-0.662086,-0.470872,-0.019596,0.0102056,0.0129572,0.00174889,-1.36566,0.723599,1.20623,0.0493557,-0.017499,0.0541881
1809,0.98062,-0.195567,0.0117763,0.79296,-0.0190431,0.0100918,0.0129565,0.00218627,1.29869,-0.0117766,-0.196849,0.0500464,-0.0174959,0.0540493
1810,-0.0813087,0.996201,0.0311896,0.480057,-0.0190775,0.0106366,0.0129666,0.00245028,1.53355,-0.0311947,1.65223,0.050866,-0.0175034,0.0549323
1811,0.824034,0.562293,-0.0692375,-0.770486,-0.0186119,0.0109413,0.0129212,0.00202348,-1.24278,0.0692929,0.598793,0.0501517,-0.0174555,0.0552326
1812,-0.639524,-0.532334,-0.554643,-0.248536,-0.0189546,0.0106414,0.012608,0.0018852,0.497117,0.587934,-2.44741,0.0503983,-0.0171214,0.0538515
1813,-0.0451238,-0.998977,-0.00288502,-0.052349,-0.018969,0.0100846,0.0125994,0.00185529,2.98691,0.00288502,-1.61594,0.052018,-0.0171104,0.0529305
1814,0.900345,0.256092,0.351847,0.0743324,-0.0184622,0.0102202,0.0127864,0.00189524,-3.03961,-0.359544,0.277119,0.0503137,-0.0172991,0.0530541
1815,-0.300803,-0.579573,-0.757372,0.512186,-0.0186178,0.00989522,0.0123621,0.0021764,-0.24584,0.85928,-2.04953,0.0501505,-0.0168162,0.0518956
1816,0.750113,-0.621728,0.225356,0.930986,-0.0181945,0.00954741,0.0124794,0.00268785,-0.113088,-0.227309,-0.692084,0.0500606,-0.0169321,0.0514859
1817,0.361922,0.3455,-0.865819,0.457286,-0.0179853,0.00973231,0.011996,0.00293805,-1.51245,1.04678,0.762189,0.0492007,-0.0163467,0.0518771
1818,-0.100675,0.283468,-0.953682,0.485298,-0.0180308,0.00988288,0.0114648,0.00320337,3.13172,1.26525,1.91206,0.0508963,-0.0156417,0.0529003
1819,-0.994424,-0.100946,0.0305009,-0.0280204,-0.0185675,0.00982195,0.0114753,0.00318621,2.60809,-0.0305056,-3.04043,0.0523021,-0.0156499,0.0511997
1820,-0.955983,0.201394,-0.213392,-0.0751093,-0.0190826,0.00992721,0.0113518,0.00314319,-0.473696,0.215046,2.93396,0.0520131,-0.0155231,0.0527836
1821,0.664759,-0.242589,0.706574,-0.731754,-0.0187071,0.00978854,0.0117335,0.00273962,1.42615,-0.784644,-0.349911,0.0527677,-0.0159455,0.0525625
1822,-0.330306,-0.327618,-0.885192,-0.577822,-0.0188781,0.00960336,0.0112413,0.00242098,-2.05257,1.08691,-2.36028,0.0516122,-0.0153402,0.0512382
1823,0.898007,0.425541,0.111796,0.501838,-0.0183751,0.00983152,0.0112964,0.00269493,2.03401,-0.11203,0.442528,0.0526996,-0.0153932,0.0514529
1824,0.145084,0.697186,0.702055,0.494803,-0.0182855,0.0102084,0.0116751,0.00296473,-2.35987,-0.77828,1.36563,0.0513769,-0.0158115,0.0521734
1825,0.783928,0.486329,0.385929,0.438525,-0.017846,0.0104692,0.0118802,0.00320339,2.06156,-0.396214,0.555267,0.0524784,-0.0160199,0.052449
1826,-0.816854,-0.576773,-0.00909243,0.301327,-0.0182835,0.0101476,0.0118687,0.00336666,-0.21287,0.00909255,-2.52679,0.0523331,-0.0160062,0.0510365
1827,0.726975,-0.49503,0.475871,0.300568,-0.0178756,0.00987114,0.0121227,0.00352933,2.63855,-0.495954,-0.597823,0.0537486,-0.0162689,0.0506814
1828,-0.43366,-0.730392,-0.527699,0.467215,-0.0181031,0.00946618,0.0118274,0.00378299,-1.92755,0.555889,-2.1066,0.0526648,-0.0159559,0.0495012
1829,-0.871414,0.147219,0.467937,0.237366,-0.0185696,0.0095415,0.0120768,0.0039107,-1.77164,-0.486955,2.97423,0.0516673,-0.0162134,0.0511003
1830,-0.91037,0.141801,0.388739,0.161902,-0.0190569,0.00961377,0.0122826,0.00399703,2.4723,-0.399263,2.98707,0.0529901,-0.0164227,0.0527047
1831,0.992269,0.111349,-0.0548014,0.582564,-0.0185046,0.00966933,0.0122459,0.00431302,1.89812,0.0548289,0.111749,0.0539978,-0.0163838,0.0527369
1832,-0.790117,-0.604317,-0.102545,-0.147173,-0.0189258,0.00933419,0.0121833,0.00423033,1.89703,0.102726,-2.48866,0.0550038,-0.0163188,0.0513497
1833,0.599387,-0.623593,-0.501864,0.381047,-0.0185885,0.00898889,0.0119028,0.0044359,-2.48943,0.525752,-0.805188,0.0536157,-0.0160231,0.0508824
1834,0.936195,-0.0995086,0.3371,-0.474752,-0.0180679,0.00892973,0.0120802,0.00417462,2.15296,-0.343835,-0.105893,0.0547604,-0.0162018,0.0507969
1835,0.284573,0.0780551,-0.955471,-0.502638,-0.0179029,0.0089674,0.0115529,0.00389843,-1.5877,1.27125,0.267705,0.0538653,-0.0155002,0.0509151
1836,0.631597,0.0489696,0.773749,-0.871592,-0.0175492,0.00898919,0.011968,0.00342158,-0.567468,-0.884738,0.0773782,0.0535269,-0.0159736,0.0509295
1837,0.780274,0.103283,0.616851,-0.943346,-0.0171149,0.00904052,0.0122973,0.00290619,-0.0129368,-0.664735,0.131602,0.0534907,-0.0163268,0.0509735
1838,0.876018,0.28105,0.391923,-0.672719,-0.0166289,0.00918851,0.0125038,0.00253861,-1.66975,-0.402721,0.310453,0.0525531,-0.016537,0.0511146
1839,-0.98789,0.0402825,0.149837,0.0692258,-0.0171571,0.00920542,0.0125785,0.00257487,-1.6647,-0.150404,3.10084,0.0516194,-0.0166098,0.052773
1840,0.844681,-0.434253,0.312951,0.948181,-0.0166887,0.00896441,0.0127418,0.00308879,-0.241544,-0.318299,-0.474866,0.05146,-0.0167738,0.0524862
1841,-0.834394,0.402451,-0.37659,-0.0945426,-0.0171329,0.00917815,0.0125303,0.00303575,-1.05693,0.386113,2.69218,0.050858,-0.0165549,0.0539201
1842,-0.269293,-0.146667,0.951824,-0.59473,-0.0172698,0.00909354,0.0130402,0.00271123,2.10991,-1.25913,-2.64288,0.0519758,-0.0172295,0.052456
1843,-0.506005,0.46036,0.729402,0.274688,-0.0175349,0.00933839,0.0134289,0.00285881,2.62923,-0.817447,2.40339,0.0533742,-0.0176637,0.0537316
