[0.000000] (-) TimerEvent: {}
[0.000352] (-) JobUnselected: {'identifier': 'my_ur5e_moveit2_control'}
[0.000382] (-) JobUnselected: {'identifier': 'ur'}
[0.000398] (-) JobUnselected: {'identifier': 'ur_calibration'}
[0.000410] (-) JobUnselected: {'identifier': 'ur_controllers'}
[0.000422] (-) JobUnselected: {'identifier': 'ur_dashboard_msgs'}
[0.000435] (-) JobUnselected: {'identifier': 'ur_moveit_config'}
[0.000445] (-) JobUnselected: {'identifier': 'ur_robot_driver'}
[0.000457] (-) JobUnselected: {'identifier': 'ur_simulation_gz'}
[0.000470] (ur_description) JobQueued: {'identifier': 'ur_description', 'dependencies': OrderedDict()}
[0.160631] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/urdf/inc/ur_common.xacro\n'}
[0.160776] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/urdf/ur_mocked.urdf.xacro\n'}
[0.161026] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/urdf/ur_macro.xacro\n'}
[0.161221] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/urdf/ur.urdf.xacro\n'}
[0.161373] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/urdf/ros2_control_mock_hardware.xacro\n'}
[0.161522] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/test\n'}
[0.161669] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/test/test_ur_urdf_xacro.py\n'}
[0.161814] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/test/test_view_ur_launch.py\n'}
[0.162039] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ament_index/resource_index/package_run_dependencies/ur_description\n'}
[0.162195] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ament_index/resource_index/parent_prefix_path/ur_description\n'}
[0.162348] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/environment/ament_prefix_path.sh\n'}
[0.162496] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/environment/ament_prefix_path.dsv\n'}
[0.162644] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/environment/path.sh\n'}
[0.162792] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/environment/path.dsv\n'}
[0.163035] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/local_setup.bash\n'}
[0.163187] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/local_setup.sh\n'}
[0.163336] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/local_setup.zsh\n'}
[0.163486] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/local_setup.dsv\n'}
[0.163632] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/package.dsv\n'}
[0.163780] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ament_index/resource_index/packages/ur_description\n'}
[0.163983] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/cmake/ur_descriptionConfig.cmake\n'}
[0.164154] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/cmake/ur_descriptionConfig-version.cmake\n'}
[0.164294] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/package.xml\n'}
[0.166331] (ur_description) CommandEnded: {'returncode': 0}
[0.182292] (ur_description) JobEnded: {'identifier': 'ur_description', 'rc': 0}
[0.183267] (-) EventReactorShutdown: {}
